title,website,operator_address,acc_address,cons_address,percent_power,power,self_stake,fee,blocks_proposed,delegators,power_24_change,governance_votes
cosmos-sta,,cosmosvaloper1khnuwdpnyv6utvqx3plt3x6makh3rc9tv0wvv9,cosmos1khnuwdpnyv6utvqx3plt3x6makh3rc9tfm6eqk,0FA0F65CD4B0EA7DE1902AA5F6F11B451BB4DFC3,0,1.0000003489240536,1,0.1,0,2,-5,0
melange,https://melangestaking.com,cosmosvaloper1cz6q5nys0tgupq2mt99amsltepglxqgwfs6fum,cosmos1cz6q5nys0tgupq2mt99amsltepglxqgwvywusg,8C3C90627A6C5E2860E5D105D2BD9E93C94F500C,0,214.821112,0,0.01,1798,4,0,1
Staker Space,https://staker.space,cosmosvaloper1crf28v52ptkygcw07kr79rw8dme7v2m2sy0p0p,cosmos1crf28v52ptkygcw07kr79rw8dme7v2m24sm5rj,E4D945332A19857F861A4C66F47474ECF6101FBE,0,1.004344,0,0.08,0,3,0,0
Neptune Stake (TSXV:DASH),https://neptunedash.com,cosmosvaloper1k447djp2qrfk8pl44vd02qdlld2asjeepjxsep,cosmos1k447djp2qrfk8pl44vd02qdlld2asjeeyxj94j,3D8EBEF1765E5C8F323A66E4EC8258931DC1DF24,0,2.446329,0,0.1,0,2,0,0
terraformstaging,,cosmosvaloper1cyvspwjvnedc9s5j759zezufrwf7esfpe48agy,cosmos1cyvspwjvnedc9s5j759zezufrwf7esfpupngyh,EA60272F5499CDE460CF6A39AA45C6060EA51742,0,1,1,0.1,0,1,0,0
ChainPool,,cosmosvaloper1cf9yqlamxgeza4nsn7y08vpkcs7qqjp46k6s3t,cosmos1cf9yqlamxgeza4nsn7y08vpkcs7qqjp4lzw9ac,7F225CB9ACF7D34C993807A7F9CB3B2851386DE1,0,1.000001,0,0.1,0,2,0,0
anonym.ninja,https://anonym.ninja,cosmosvaloper1c5n3z6ju8e07pqmmxcn4hkqn69d8kmvq5nxnxa,cosmos1c5n3z6ju8e07pqmmxcn4hkqn69d8kmvq38jx2w,2C88A4BEF46E9992CE662456C946A64B95F0B150,0,2,1,0.1,1,2,0,0
Fission Labs,https://fissionlabs.io/,cosmosvaloper1e0jnq2sun3dzjh8p2xq95kk0expwmd7sj6x59m,cosmos1e0jnq2sun3dzjh8p2xq95kk0expwmd7shwjpfg,246808FF08F382EB00E125F5088B6FE32B978857,0,0.25,0,0.1,1142,1,0,1
Fenbushi US - Staked,https://fenbushi.vc,cosmosvaloper1m83cwjucw9nt8xm66u8xavvy6v9m7xfspcszc5,cosmos1m83cwjucw9nt8xm66u8xavvy6v9m7xfsyvyh58,8332069BCA9D125E72BF87E4DA172C9E83B90FD4,0,103.233749,0,0.1,4606,4,0,0
FreeValidator,,cosmosvaloper1eez6ks7upkjf8w3eaz0vah7x3d8zkade0mwn3f,cosmos1eez6ks7upkjf8w3eaz0vah7x3d8zkade206xa6,948BB483295BE320E313F32FCAAD52656E4A6A9B,0,11.005501,0.0055,0,0,4,0,0
Darth Validator,https://darthvalidator.github.io/,cosmosvaloper1emw2f9auxyy532klzc5rkkfampgmn5ywftnv7l,cosmos1emw2f9auxyy532klzc5rkkfampgmn5ywvl8ejv,666FFAB4C68AB3E7B8E965AF33222E0DFC5F3F30,0,2,2,0.02,0,2,0,1
IZ0,www.izo.ro,cosmosvaloper1eup5t8pp8jq354heck53qtama7vss9l354kh6r,cosmos1eup5t8pp8jq354heck53qtama7vss9l33pzzks,8FA2380FA64B122427202970CF12BD4991B4C6D2,0,319.1008531998067962,0.0000001303250874,0.01,641,57,0,6
Alphemy Capital,https://alphemy.capital,cosmosvaloper16zgjnqxryhq2kftfuv8urp50x0xwt5dagemhfl,cosmos16zgjnqxryhq2kftfuv8urp50x0xwt5dadd0z9v,8CE843E04C48B7864F8568FA39E90EA13FE6586F,0,1.9046116821015349,0.0000006738860483,0.2,27138,8,0,3
ColmenaSvQ🐝,https://www.coworkingcolmena.com,cosmosvaloper16gdxm24ht2mxtpz9cma6tr6a6d47x63h65p52c,cosmos16gdxm24ht2mxtpz9cma6tr6a6d47x63hlq4pxt,DA76CA45BDDA85831B15912619799FDFB7235B76,0,1,0,0.1,0,1,0,2
BlockPool,www.blockpool.com,cosmosvaloper16v3f95amtvpewuajjcdsvaekuuy4yyzups85ec,cosmos16v3f95amtvpewuajjcdsvaekuuy4yyzuyynp4t,34337FEEE36B03CC9D5C9F59B308C0E317DB607C,0,231.5686147437237448,0.0000004107159963,0.02,2516,19,0,0
cosmosgbt,,cosmosvaloper16ddmnhsxkjh6xt4n2xk36d56pndvjxcn6gffpm,cosmos16ddmnhsxkjh6xt4n2xk36d56pndvjxcnluaudg,FD21F51DE1FBDF48212EFB09B0742034EE2874DB,0,3,3,0.1,0,1,0,0
cosmos-hub.com,,cosmosvaloper16j5uk7zt8kha0w4637h36kuxrmlarrg0qfwlgz,cosmos16j5uk7zt8kha0w4637h36kuxrmlarrg09a62y3,DF3F87B7A952EFD8D2F6F83424738FF8F507661E,0,1.091,1,0.1,0,3,0,0
Deprecated,,cosmosvaloper16m93gjfqvnjajzrfyszml8qm92a0w67nwxrca7,cosmos16m93gjfqvnjajzrfyszml8qm92a0w67ntjhd3d,2B19594437F1920B5AF6461FAB81AEC99790FEB1,0,41.000088,0,0.2,0,3,0,1
OKmoniker,www.baidu.com,cosmosvaloper16acemvk7mf4393hksx0zwmjsnqptxu7ek2yslx,cosmos16acemvk7mf4393hksx0zwmjsnqptxu7en7s9n4,0F97D5C41AC3A815C3EB8DF0DA1E6CDD5D112FA6,0,1,1,0.1,0,1,0,0
consensus_networks,,cosmosvaloper16lsdqdqcz7yywd82dtrt4nmf2u3peq4ukc8ap8,cosmos16lsdqdqcz7yywd82dtrt4nmf2u3peq4unvngd5,96F507EC00712C1A4EA156E6DEA411E890626156,0,1.9000039590574684,0.0000002728251192,0.1,6,6,0,1
Crypto Lion (0% fee),https://cryptolion.finance,cosmosvaloper16lhapna7nfm0j3pnwt7tn4lxtx3q7hs4sf66t8,cosmos16lhapna7nfm0j3pnwt7tn4lxtx3q7hs44aw085,BB4BFB7E7056FB61A54EB75442A6D7E93B7226BB,0,471.593428,1.45,0,8,55,0,0
Aquanode,https://aquanow.io,cosmosvaloper1hw236j2f6ny4kc5r0dsy53avvxj25hpfaw2pl8,cosmos1hw236j2f6ny4kc5r0dsy53avvxj25hpfc675n5,08D47649969F844433CF05CEA470A337CD0F1596,0,1,1,0.1,0,0,0,0
Bitrue,https://www.bitrue.com,cosmosvaloper1ewtwxeksk59k0an3etj3n93al64l5qws2jw02z,cosmos1ewtwxeksk59k0an3etj3n93al64l5qws0x66x3,9BA0B83B589E355318B99C57D9AAE10B22EB7BBB,0,28.9852403641365697,1,0,0,2,0,0
tokenpocket,https://www.tokenpocket.pro/,cosmosvaloper1qtxec3ggeuwnca9mmngw7vf6ctw54cppey02fs,cosmos1qtxec3ggeuwnca9mmngw7vf6ctw54cppusml9r,F7E7996D8821F586EFBC15101D1CE0C2C26E39FE,0,914.5624262875390564,1.01,0,0,52,0,0
regen-validator,https://vaasl.io/en/regen-validator,cosmosvaloper150g2n4ypex05nla65j6akz38n9tu4quu8nna3h,cosmos150g2n4ypex05nla65j6akz38n9tu4quuz88gay,1D08C1AC9B1A5D71B4B4B95B0654D3EB3CBC89FA,0,1,1,0.6,0,0,0,0
Dude's Node Abides,,cosmosvaloper193qmr3zvz0s6g4ngez5euja7ynwrwx8amer9qt,cosmos193qmr3zvz0s6g4ngez5euja7ynwrwx8a7dhsvc,82A3C1F45779571FA72CDE9191FBACBCF35139B1,0,1.000001,0,0.05,0,2,0,0
Terran Stakers [inactive],https://terran.stakers.finance,cosmosvaloper1yh089p0cre4nhpdqw35uzde5amg3qzexkeggdn,cosmos1yh089p0cre4nhpdqw35uzde5amg3qzexnduapq,3B49CA97C4969033163A872152870489EDEBF080,0,775.3493494049026374,0.0000005098867605,0,9,126,0,1
reverrb_labs,reverrb.io,cosmosvaloper1yett23jzwxpykht9ayf7u7qglvrd76ewz2f9l3,cosmos1yett23jzwxpykht9ayf7u7qglvrd76ew87asnz,E6E046CF17D3CE2180C963BBE87FF41CDF388233,0,9,9,0.09,0,1,0,0
MYW,,cosmosvaloper1yedl70266zcpmcnzzhr0fmm3aklgrjsyzg0rwl,cosmos1yedl70266zcpmcnzzhr0fmm3aklgrjsy8umkzv,ECC127D0EB3AC1629BBD7FE34896006FB7AE15C3,0,0.310003,0.31,0.07,0,2,0,0
LikeCoin by Liker Land,https://like.co,cosmosvaloper1yat0v9mqt88m2x3uew0zrpzn7tjzas6eplz6s2,cosmos1yat0v9mqt88m2x3uew0zrpzn7tjzas6eytk0ue,FCD6170A9F8FF07400443F66C09FBF37EC11B7AE,0,5838.378792,2,0.01,105,264,-475.343059,1
Bajun,,cosmosvaloper1ylz6tqpgz0flpl6h5szmj6mmzyr598rqu936th,cosmos1ylz6tqpgz0flpl6h5szmj6mmzyr598rqe3908y,008342DEACA41064D1BE5334880655F537A98FFC,0,1,0,0.15,0,1,0,0
tester,,cosmosvaloper19yn9qg7gffzdj8t2zxfhwqdcjj8fzxt2ztzgzu,cosmos19yn9qg7gffzdj8t2zxfhwqdcjj8fzxt28lkaw0,CC131D56063C653841CB90D858D8499643AE436C,0,0.01,0.01,0.05,0,1,0,0
HLT,,cosmosvaloper1998928nfs697ep5d825y5jah0nq9zrtd00yyj7,cosmos1998928nfs697ep5d825y5jah0nq9zrtd2ms37d,9E14352CB5293C6073D61280A197085C6748DAFA,0,286.6285378244704952,0.1604345879808171,0.1,5725,26,0,0
IZ*ONE,https://gall.dcinside.com/mgallery/board/lists?id=mnet_k&exception_mode=recommend,cosmosvaloper19ggkjc5slg5gphf92yrvusr3jc702h4tfz6nvn,cosmos19ggkjc5slg5gphf92yrvusr3jc702h4tvkwxqq,BCF641826FB11D11D35C79A8DD74E30470173AB8,0,0.060102,0,0.04,0,3,0,0
ms-stage,https://www,cosmosvaloper19tfkpy26wpdanzjqwag8yyxsygsxgwzsqxmnuw,cosmos19tfkpy26wpdanzjqwag8yyxsygsxgwzs9j0xsa,645B6B94BD05240447AC11B7FF2830DBBC4F8368,0,1.0000007431874484,1,0.03,0,1,0,0
blockscape,https://blockscape.network/,cosmosvaloper19v9ej55ataqrfl39v83pf4e0dm69u89rngf928,cosmos19v9ej55ataqrfl39v83pf4e0dm69u89rkuasx5,2745ECA0BACF8F7B1BF8B7B434629B4F18C7BA42,0,51.8170052706984276,0.0000003023485802,0.0999,67,12,0,2
test,test,cosmosvaloper19vgwu99fdawejnedgsfx8dmxuc0z4emj0eaf8p,cosmos19vgwu99fdawejnedgsfx8dmxuc0z4emj2dfutj,491E905A0CF7C5C27E1AE04E63D5145DB5367CA8,0,1,0,0.03,0,1,0,0
test,,cosmosvaloper190r3wrl2jexq9hyahl4pd5wz66rrt4wpuavdxa,cosmos190r3wrl2jexq9hyahl4pd5wz66rrt4wpefcc2w,B6D706E2C0FF5ACFB0936075BD1D9CD2063FFCDF,0,0.1,0.1,0.1,0,1,0,0
Messi,,cosmosvaloper19mt9kqgt8a7y78cctaw9dk0z79a4r30hdfk3ys,cosmos19mt9kqgt8a7y78cctaw9dk0z79a4r30hgazygr,96427F9EF510C0E156A01E8EEFE9831911898C25,0,42.040987,0,0,0,3,0,0
cephalopod equipment coop,,cosmosvaloper1fghgwhgtxtcshj4a9alp7u2qv6n2wffqhpxcnk,cosmos1fghgwhgtxtcshj4a9alp7u2qv6n2wffqj4jdl9,77064757FCC7828F98B33525B4599DB0FD08DC37,0,281.161932,0,0.25,0,3,0,3
pa_os_test,,cosmosvaloper1xxjvzwjpsf6ktuffkcpx29ut9qfrn0my8xdtqd,cosmos1xxjvzwjpsf6ktuffkcpx29ut9qfrn0myzje7v7,38A973D648E09776AB9AB081B83B056271D47A8D,0,0.0002800280027723,0.0000000001000099,0.05,0,2,0,0
Ledger,,cosmosvaloper1xfx3pgwyq60jr4xp4z3l3h7xvxh40z4zu6xh9h,cosmos1xfx3pgwyq60jr4xp4z3l3h7xvxh40z4zewjzfy,606C6A77D11A28E0A006827F91BACA75E6404BA1,0,6.666666,1,0.075,0,1,0,0
jabbey,https://jabbey.io,cosmosvaloper1xwazl8ftks4gn00y5x3c47auquc62ssuqlj02r,cosmos1xwazl8ftks4gn00y5x3c47auquc62ssu9tx6xs,6A4D14A7AC9B4F7C7F28DC9046E5029D1BF09F41,0,29.01954,28.46954,0.05,0,3,1.9,1
PeopleNode,,cosmosvaloper1xsum5hdkcckumzx8ajf3j8upr8w0vs8gcvw0dc,cosmos1xsum5hdkcckumzx8ajf3j8upr8w0vs8gac66pt,97B9918A5D3B32DA34003205ED4DA3A2235CE0CA,0,3.2,1,0.1,0,2,0,0
stake2earn,https://stake2earn.com,cosmosvaloper1xhhquwctvwm40qn3nmmqq067pc2gw22eqkwgt0,cosmos1xhhquwctvwm40qn3nmmqq067pc2gw22e9z6a8u,703F780CE588ED6406F9E57E6E116B9BE2443F65,0,6063.07415,1,0.01,113,281,-9.80398,1
binance staking,,cosmosvaloper18ruzecmqj9pv8ac0gvkgryuc7u004te9rh7w5s,cosmos18ruzecmqj9pv8ac0gvkgryuc7u004te9xr2mcr,9CF8AE1FD507F97A054250582FFE52922C8D3705,0,9875.35901,7000,0.05,27,87,-2.05,0
OG,http://www.ourea.top,cosmosvaloper188z55862zckmn7kuwg94sl3nw9ta9pqt3xectq,cosmos188z55862zckmn7kuwg94sl3nw9ta9pqt5jdd8n,078E13F32EBB018F85FEF12901963C99E2CA00B2,0,9.9792188571649439,0.0000001991141313,0.1,1148,8,-0.9998,0
SOLOMINING,https://cosmos.network,cosmosvaloper18geu56wqva2pmqm6sf6vpqr38pdfpp7j6xmze4,cosmos18geu56wqva2pmqm6sf6vpqr38pdfpp7jlj0h4x,B8B0598DF07F6A2C496DFACDF8E64B858113BDDB,0,1,0,0.1,0,1,0,0
touzicosmos,,cosmosvaloper18cphtqx7c6kmjuwvtfvge0dtf8nxm8j9x6p4kz,cosmos18cphtqx7c6kmjuwvtfvge0dtf8nxm8j9rw4q63,2DCB24FFF8C10F7682B9CEBC590FEB92EC1B789B,0,0.0005000500050005,0.0005000500050005,0.1,0,0,0,0
BlockPool,www.blockpool.com,cosmosvaloper18algml7fg04amyhz0ss5h9m92k5g3ldwvd4fk3,cosmos18algml7fg04amyhz0ss5h9m92k5g3ldwfepu6z,EBBE9DC8749B31A356279B7D7D9B5B22880D90D3,0,1,1,0.1,0,1,0,0
Militaires Sans Frontières,,cosmosvaloper1gdqqf8f6wsdvgnevly7q62ez0tmfn0lm9smxws,cosmos1gdqqf8f6wsdvgnevly7q62ez0tmfn0lmqy0nzr,7D712D9AC341C87FEC61551B97AB35125EF17F35,0,2,2,0.1,0,1,0,0
good boi node,,cosmosvaloper1g48qthza73rv7rl3t823sxp0539k47c7k8fjqp,cosmos1g48qthza73rv7rl3t823sxp0539k47c7nna8vj,B4A9A1A27422B875B6DD8E6A1ED33D80F903ED1B,0,1.0000003381195909,1,0.1,0,1,0,0
ys-validator,,cosmosvaloper1yvwqd5rdtuaw25mcqhz794dvgq9k9yeh8mjcdh,cosmos1yvwqd5rdtuaw25mcqhz794dvgq9k9yehz0xdpy,19B788FCF213002A022BFFE981E58AE8A7801F28,0,0.0000052631334897,0.0000046369638129,0.08,0,3,0,0
Valid8r,,cosmosvaloper1yvvkkmzh8zs4z4v7gzn0ux8ag0me79ec58pw35,cosmos1yvvkkmzh8zs4z4v7gzn0ux8ag0me79ec3n4ma8,2EFF307360ACE434BDAAE2AB50FB155A524AAF31,0,1,0,0.04,0,4,0,1
derekC,https://example.com,cosmosvaloper1y8eg24xd5kw789t56pqsf3qakkakhgx3xxc7ff,cosmos1y8eg24xd5kw789t56pqsf3qakkakhgx3rjvt96,B1C37F520E325CF73A08D8332A03644F74E01669,0,1.1,1.1,0.1,0,1,0,0
BPSCOSMOS,,cosmosvaloper1yyhjumfj2lvsgzwhvk6fcezgwu6q70d0j59hlf,cosmos1yyhjumfj2lvsgzwhvk6fcezgwu6q70d0hq3zn6,D1E21DA8BA8F269C23581918F6F84B912E5062B5,0,12.185014501450145,1,0.01,0,1,0,0
CryptoGoose,cryptogoose.io,cosmosvaloper1qmr8acxu0d9ytase8v9mza6k96y479getstqn2,cosmos1qmr8acxu0d9ytase8v9mza6k96y479gewyl4le,745CF7152C21F952F6BDDAF01CD3D86D36B6F9A1,0,43.587669,0,0.071,0,8,0,0
suyuuuuuuu,,cosmosvaloper1qa8jpt4kuqq73vgen2w7julkelgursygqx4y69,cosmos1qa8jpt4kuqq73vgen2w7julkelgursyg9jp3kk,45A36B2B187417BC9A488A19E71B48BD41794F78,0,3.9,2.9,1,0,2,0,0
Cobo,https://cobo.com/,cosmosvaloper1pz0lfq40sa63n0wany3v95x3yvznc5gyf8u28w,cosmos1pz0lfq40sa63n0wany3v95x3yvznc5gyvnglta,7A416D78E6C9AFCF115949CA092E61BCD9DB8A18,0,2296.5966897455204357,2020.97,0.1,5221,151,0,0
liwei,,cosmosvaloper1prvhg36trh0y7dajrlny6h9qhp0cpwh0nl3p7k,cosmos1prvhg36trh0y7dajrlny6h9qhp0cpwh0kt95j9,0E051B08BC0AB55A7665A31931936B786F5745F7,0,1,1,0.1,0,0,0,0
MyCointainer,https://www.mycointainer.com/,cosmosvaloper1pxsmjzan4u833l5s72pzamlurcgk2g5m65xjlj,cosmos1pxsmjzan4u833l5s72pzamlurcgk2g5mlqj8np,CDB7CED214AEED7EDD91CAC5F6F006BE0EB77462,0,10.7032086052985679,2.5001381613994741,0.05,0,8,0,0
OneSixtyTwo,,cosmosvaloper1pgsjyvkg3y2m7qas534zzdhsqsxqyph2jh3uck,cosmos1pgsjyvkg3y2m7qas534zzdhsqsxqyph2hr9f59,1E20E074030FA93836CABAED6581D6C46AEF6471,0,172.0985803898617892,162,0.15,5205,30,0,2
Cobak,https://cobak.co.kr,cosmosvaloper1ptz7xq0fanh4kfvp6fdhevkx90axaq7drwcwjl,cosmos1ptz7xq0fanh4kfvp6fdhevkx90axaq7dx6vm7v,6D0F353C4A3C3A3A1C8B774E5C238FE76D597239,0,37.479,23,0.12,0,3,0,0
CosmosPool.org,http://cosmospool.org,cosmosvaloper1ps7dmygt4wm72t8l9kdjetelhggsv8w77mdh33,cosmos1ps7dmygt4wm72t8l9kdjetelhggsv8w7m0ezaz,6F5F44F6FD7CD1642FFB8B12215BAE814A1BE08C,0,7.2084126965218613,0.0000000201074769,0.1,0,11,0,0
,,cosmosvaloper1p42rgfdq500nlt387l4f0vfv5p90dl6ftr8jds,cosmos1p42rgfdq500nlt387l4f0vfv5p90dl6fwhn8pr,33B3E03704B6EDA0B8EBBD8F96E210D363447719,0,73.088505,0,1,3075,16,0,0
CosmosOne,,cosmosvaloper1pexrxk6s9aznl8ap2g8jr87ktc3a7dd8xf0etj,cosmos1pexrxk6s9aznl8ap2g8jr87ktc3a7dd8ramv8p,7DC27A92BDDBF6996D61D26B00E33E7254AA0123,0,103.0102296958914688,2.0001333400008889,0.04,0,4,0,0
walletapibeta,,cosmosvaloper1pmdxquuver2aj60rac8efqc87yk6tu0usuwar6,cosmos1pmdxquuver2aj60rac8efqc87yk6tu0u4g6g0f,0609DB25CEBC0D8B49142C5C4B73858C611A4201,0,2.800000167562688,2.8,0.1,0,1,0,0
SlowMistZone,https://slowmist.io,cosmosvaloper1p7n5agmrptr43t9te27tz7c4tnpw2dj3s4p6jm,cosmos1p7n5agmrptr43t9te27tz7c4tnpw2dj34p407g,D129014299429F19DE17A6BEF5E73B3AEECA662E,0,8.1010300972098556,5,0.09,0,3,0,0
piggy-coin.com 🐷,https://www.piggy-coin.com/,cosmosvaloper1zp6kg7qlmztyw2km2af4z5ruz5vn04cp9npe79,cosmos1zp6kg7qlmztyw2km2af4z5ruz5vn04cpq84vjk,CEB8DB4286061B32209D33E2ADF6756ACDD7E005,0,102.362321718952069,42.0083977325046016,0.25,0,8,0,0
X-Stake,https://xstake.io,cosmosvaloper1zxphhzuweenrq3vvgsgj6g25axdpghtglg0veq,cosmos1zxphhzuweenrq3vvgsgj6g25axdpghtg6ume4n,0ABD1554E84C4FE0E4D201A6E1AC32936DCA81BA,0,424.8454547573444179,0.0000000014988847,0.05,2809,64,0,0
MyCosmosValidator,,cosmosvaloper1zf37grr7nxffaacqfdyw5laeetnxm546aqz6uj,cosmos1zf37grr7nxffaacqfdyw5laeetnxm546c5k0sp,80898FB11AB001F537542190D01D5D8554AC26F6,0,38.5392669266926693,1,0.1,0,3,0,0
Spacebot,,cosmosvaloper1zwrav6vq7a9g37vwt6nl8ra63hhc20emsmvyp5,cosmos1zwrav6vq7a9g37vwt6nl8ra63hhc20em40c3d8,38BDD80C8BC76B1D2FE61EBFF6998DB85A1E97FE,0,1,1,0.025,0,0,0,0
unicorn-ethermat-1,https://www.ethermat.com/pool.html,cosmosvaloper1z3xngnvpyt33dlhrsmcz6pwd4fp47uem9545ed,cosmos1z3xngnvpyt33dlhrsmcz6pwd4fp47uemqqpp47,001FF7175580BF6BA0DCFC3B62DA28F62323C9CC,0,11.294998,0,0.06,0,3,0,0
raullenchaix,https://twitter.com/raullen,cosmosvaloper1zhunuh23rvhm95j0cwe8dhx3ka4chpz93vl8ep,cosmos1zhunuh23rvhm95j0cwe8dhx3ka4chpz95ctj4j,1B5CFC4C3EA8963761DC5A32B1E8C423D59D488E,0,1,0,0.1,0,1,0,0
SB Wallet,,cosmosvaloper1zccyq99s2pcu3tjrpmlhyfcr0fpekpz2yggk66,cosmos1zccyq99s2pcu3tjrpmlhyfcr0fpekpz2puurkf,853CFC4DB782759B28D5F79389E6F2F811DF5FFC,0,0.9998999899989999,0.9998999899989999,0.025,0,0,0,0
*% Fee - Mpress 🚀,,cosmosvaloper1zmr5mglwkkru7m3q8sxcg66gxr508v6h6lv8fg,cosmos1zmr5mglwkkru7m3q8sxcg66gxr508v6hltcj9m,F1F9D769155D29BBC2994CF631C1A1823338947F,0,4.373508,1,0,0,7,0,0
terraform_staging_03,https://example.com,cosmosvaloper1r9lxkpqre6j4487ut882xchgr7rdtx3x76gtdp,cosmos1r9lxkpqre6j4487ut882xchgr7rdtx3xmwu7pj,240280517A827618C7ECA3628E4E8182F6DC667D,0,2,1,0.05,0,2,0,0
DECOMMISSIONED,http://stake.zone,cosmosvaloper1rfpar0qx3umnhu0f6wjp4hvnr3x6u5389e094j,cosmos1rfpar0qx3umnhu0f6wjp4hvnr3x6u538qdmsep,064CF05857B556FED63AC32821FF904312D0F2C8,0,2.00054,1,0.08,3231,4,0,4
ether-one,https://ether-one.com,cosmosvaloper1rn4gt0kphuqsdk7lu7m65gylv75q3ml4y6ns0j,cosmos1rn4gt0kphuqsdk7lu7m65gylv75q3ml4pw89rp,A2827B39F66734E7040E3A7DCBA6A52613A12E7B,0,3.0002000200020002,1,0.1,0,2,0,0
EON,https://eon.capital,cosmosvaloper1r6cwek6596vqzky4fezhy29qcdlv06d2laa2pk,cosmos1r6cwek6596vqzky4fezhy29qcdlv06d26ffld9,E81F710985DE65DB486689F1AF40A8CD83226DB6,0,8.4002670158345077,1.1,0.05,0,5,0,0
kreios,,cosmosvaloper1rl23sesp9qc7j9cmntl75v3uu4zetjxnuqskea,cosmos1rl23sesp9qc7j9cmntl75v3uu4zetjxne5yr4w,5CCFD5A822B0EE4D728D480AC9C22C3B455E8584,0,1.0099,0,0.0001,0,2,0,0
@CanadaNodes - INACTIVE - PLEASE REDELEGATE,,cosmosvaloper1f87q82cnmzsf3h7pqg0lllrvjp0zhfacgljv3c,cosmos1f87q82cnmzsf3h7pqg0lllrvjp0zhfacdtxeat,195CA536D741951EA7E6BE48C8E17432B8651C05,0,6.7686,1,0.05,2,3,0,0
“cosmix”,,cosmosvaloper1f0v0acmunaddacaxdmz5ykh3026c9xvqgnqquy,cosmos1f0v0acmunaddacaxdmz5ykh3026c9xvqd854sh,AFF0171FEB519FB6B261CFF62057AF8273424B49,0,0.85,0.8,0.1,0,2,0,0
fishegg.net,http://www.fishegg.net,cosmosvaloper159eexl76jlygrxnfreehl3j9tt70d8wfnn39fw,cosmos159eexl76jlygrxnfreehl3j9tt70d8wfk89s9a,D3FA9465ED96B70797572D4D83678BC2699560C1,0,1.0395567811097,1,0,133,11,0,2
axepool,,cosmosvaloper1sx8wwjyzxsu02mkld488nps8p8anlsr47ygka5,cosmos1sx8wwjyzxsu02mkld488nps8p8anlsr4msur38,F2CD54161D8E8567C40ACC60C04E4EC8D8144D3C,0,1.1,1.1,0.05,0,1,0,0
Bit Cat🐱,https://www.bitcat365.com,cosmosvaloper1wwspfe7whh3zu4ql5rvpg044lyk6cuu7fpnd9e,cosmos1wwspfe7whh3zu4ql5rvpg044lyk6cuu7v48cf2,16BA55A7F83BC8E165690FED6D10957B1A51F792,0,15.0708590659712588,10,0.05,26,9,0,1
Earn Stash,https://www.earnstash.com,cosmosvaloper1w024sqzpvj5g57maxmvnlzellzwapwsv42360d,cosmos1w024sqzpvj5g57maxmvnlzellzwapwsvs790r7,4DAAF60577586FA02CFFE22DE1D53FF343F0FBAF,0,10917.9957,2,0,81,644,-51.569529,2
heaven,,cosmosvaloper1w0494h0l4mneaq7ajkrcjvn73m2n04l87j2nst,cosmos1w0494h0l4mneaq7ajkrcjvn73m2n04l8mx7xuc,0D2186876D26D882F7BE50DED92BD3CB53838143,0,1.2700669040265193,0.0000003731472669,0.7,4236,26,0,0
mythos-legacy,https://mythos.services,cosmosvaloper1w42lm7zv55jrh5ggpecg0v643qeatfkd9aqf3f,cosmos1w42lm7zv55jrh5ggpecg0v643qeatfkdqf5ua6,18C78D135C9D81D74F6234DBD268C47F0F89E844,0,36.8929300516941306,1.048654,0.15,12747,32,0,0
bantest,,cosmosvaloper1w6em34qympp59ecdu4ef4f5elcdlyp787tahxd,cosmos1w6em34qympp59ecdu4ef4f5elcdlyp78mlfz27,97BA1E990377D871E747CB64D6056744DA0CA4F7,0,0.5,0.5,0.1,0,0,0,0
#NGC StakeX,https://www.ngc.fund/,cosmosvaloper1wukx88lfn7l4gfmrgsy96h6kf5tvrv3ucg502l,cosmos1wukx88lfn7l4gfmrgsy96h6kf5tvrv3uauq6xv,9E044FDE72D650A1CD697BC71BD35F4176038400,0,32.9799014709934462,0.0000003411223354,0,0,32,0,0
BTC.Secure,https://btcsecure.io,cosmosvaloper1wa9zrywwzzwcvarngjq3rrhv6z9gzw4htq3sv3,cosmos1wa9zrywwzzwcvarngjq3rrhv6z9gzw4hw599qz,83D5C5F72169043F54F1CA7095E488BAF3E849EF,0,29.6891046752912251,0.0000001709563982,0,16,10,0,0
Validatrium.com - 0% fee,https://validatrium.com,cosmosvaloper102zp2v3ysn8nhuk5q7lvxzsthg8usmw2c0s405,cosmos102zp2v3ysn8nhuk5q7lvxzsthg8usmw2amyqr8,2BC7C9C5AC3F151271A84D545CC56FE99F3A6F83,0,39.9,29.9,0,0,2,0,0
BitMax Staking,https://bitmax.io/,cosmosvaloper10wz6lfhmqfw6egg0062ytnawaj6vr89ly5g4yg,cosmos10wz6lfhmqfw6egg0062ytnawaj6vr89lpquqgm,B61AA419909956354A25E26DDE9103B4C1A4D5CA,0,1.4947528080471199,0.0000000466260304,0.1,892,9,0,0
真本聪&IOSG,realsatoshi.net,cosmosvaloper1qdxmyqkvt8jsxpn5pp45a38ngs36mn2604cqk9,cosmos1qdxmyqkvt8jsxpn5pp45a38ngs36mn262pv46k,A03DC128D38DB0BC5F18AE1872F1CB2E1FD41157,0,6349.030589,0,0.1,2316,132,0,0
